pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
Flavonifractor plautii ATCC 29863 (411475.3)			Flavonifractor plautii	Flavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		411475.3					0.0	0.0	Yes	0.0	Host-associated				Gram+	Anaerobe	0.0	0	0.0				61.0				Flavonifractor.json					Flavonifractor	genus
	0.0	Fournierella massiliensis DSM 100451	Fournierella massiliensis	Fournierella	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1650663.0		GCF_001486665.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/486/665/GCF_001486665.1_Fournierella_massiliensis	Fournierella.json		GCF_001486665.1			Fournierella	genus
	0.0	Frisingicoccus caecimuris	Frisingicoccus caecimuris	Frisingicoccus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1796636.0		GCF_004340975.1	2795385452.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	2716364.0	2693.0	1186715.0	44.0	2612.0	96.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/340/975/GCF_004340975.1_ASM434097v1	Frisingicoccus.json	0.0	GCF_004340975.1	0.0	0.0	Frisingicoccus	genus
				Fructilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human						Literature research	0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Fructilactobacillus.json	0.0		0.0	0.0	Fructilactobacillus	genus
	0.0			Fructobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0		0.0								Fructobacillus.json	0.0				Fructobacillus	genus
			Fulvimarina pelagi	Fulvimarina	Aurantimonadaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0				61.0				Fulvimarina.json	0.0		0.0	0.0	Fulvimarina	genus
	0.0	Furfurilactobacillus siliginis	Lactobacillus siliginis	Furfurilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	348151.0		GCF_001437435.1	2667528109.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0	2064408.0	2073.0	900504.0	44.0	2006.0	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/435/GCF_001437435.1_ASM143743v1	Furfurilactobacillus.json	0.0	GCF_001437435.1	0.0	0.0	Furfurilactobacillus	genus
	0.0	Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans	Fusicatenibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1150298.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								Fusicatenibacter.json	0.0		0.0	0.0	Fusicatenibacter	genus
				Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram-	Anaerobe	0.0		0.0								Fusobacterium.json					Fusobacterium	genus
	0.0	Gabonia massiliensis DSM 100571	Gabonia massiliensis	Gabonia	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1686296.0		GCF_001403595.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/403/595/GCA_001403595.1_Gabonia_massiliensis	Gabonia.json		GCF_001403595.1			Gabonia	genus
	0.0	Gabonibacter massiliensis DSM 101039	Gabonibacter massiliensis	Gabonibacter	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1720195.0		GCF_001487125.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/487/125/GCA_001487125.1_Sanguibacteroides_massiliensis	Gabonibacter.json		GCF_001487125.1			Gabonibacter	genus
			Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes		Host-associated				Gram+	Facultative anaerobe	0.0	0									Gardnerella.json					Gardnerella	genus
				Gemella	Bacillales Incertae Sedis XI	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes		Host-associated	Human			Gram+	Facultative	0.0		0.0								Gemella.json					Gemella	genus
Gemmata obscuriglobus UQM 2246 (214688.3)	1.0	Gemmata obscuriglobus UQM 2246	Gemmata obscuriglobus	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetes	Bacteria	Human	214688.0	214688.3	GCF_000171775.1	641736268.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	9161841.0	8086.0	6154508.0	67.0	7989.0	98.8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/171/775/GCF_000171775.1_ASM17177v1	Gemmata.json	0.0				Gemmata	genus
Gemmatimonas aurantiaca T-27 (379066.3)	1.0	Gemmatimonas aurantiaca T-27	Gemmatimonas aurantiaca	Gemmatimonas	Gemmatimonadaceae	Gemmatimonadales	Gemmatimonadetes	Gemmatimonadetes	Bacteria	Human	379066.0	379066.3	GCF_000010305.1	643692024.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Biotransformation	Unclassified	Unclassified	Gram-	Aerobe	0.0	Motile	0.0	4636964.0	3987.0	2980379.0	64.0	3935.0	98.7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/305/GCF_000010305.1_ASM1030v1	Gemmatimonas.json	0.0		0.0		Gemmatimonas	genus
	0.0	Gemmiger formicilis	Gemmiger formicilis	Gemmiger	Ruminococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	745368.0		GCF_900167555.1	2590828806.0			0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	3241569.0	2928.0	1882856.0	58.0	2857.0	97.58		Gemmiger.json	0.0	GCF_000409065.1	0.0	0.0	Gemmiger	genus
	0.0			Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0				52.0				Geobacillus.json	0.0				Geobacillus	genus
Actinomyces europaeus ACS-120-V-Col10b (883069.3)			Gleimia europaea	Gleimia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human		883069.3			PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0	Nonmotile									Gleimia.json					Gleimia	genus
	2.0			Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Aerobe	0.0	0	0.0								Gordonia.json	0.0			0.0	Gordonia	genus
Gordonibacter pamelaeae 7-10-1-b (657308.3)			Gordonibacter pamelaeae	Gordonibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human		657308.3	GCF_000210055.1	650377943.0			0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	0.0			3608022.0	2077.0	2180199.0	65.0	2027.0	97.59		Gordonibacter.json					Gordonibacter	genus
	0.0	Gorillibacterium timonense CSUR P2011	Gorillibacterium timonense	Gorillibacterium	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1689269.0		GCF_001457415.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/415/GCF_001457415.1_Gorillibacterium_timonense	Gorillibacterium.json		GCF_001457415.1			Gorillibacterium	genus
	0.0			Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Gottschalkia.json	0.0	GCF_000299355.1			Gottschalkia	genus
	0.0			Gracilibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:30745586	Literature research									Gram+												Gracilibacillus.json					Gracilibacillus	genus
	0.0	Gracilibacter	Gracilibacter sp. BRH_c7a	Gracilibacter	Gracilibacteraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	342658.0				Personal communication, Dr. Jan Krumsiek	Personal communication									Gram-	Anaerobe										https://www.ncbi.nlm.nih.gov/assembly/GCA_001516055.1/	Gracilibacter.json		GCA_001516055.1			Gracilibacter	genus
	2.0			Granulicatella	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0	Nonmotile	0.0								Granulicatella.json					Granulicatella	genus
Grimontia hollisae CIP 101886 (675812.3)	2.0	Grimontia hollisae CIP 101886	Grimontia hollisae	Grimontia	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	675812.0	675812.3	GCF_000176515.1	647000258.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Facultative	0.0	Motile	0.0	4002786.0	3694.0	1980305.0	49.0	3567.0	96.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/176/515/GCF_000176515.1_ASM17651v1	Grimontia.json					Grimontia	genus
				Haemophilus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-		0.0										Haemophilus.json					Haemophilus	genus
Hafnia alvei ATCC 51873 (1002364.3)				Hafnia	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human		1002364.3					0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Hafnia.json					Hafnia	genus
	0.0	Halococcus morrhuae DSM 1307	Halococcus morrhuae	Halococcus	Halococcaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	Human	931277.0		GCF_000336695.1		PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0							Gram-	0	0.0	0	0.0							https://www.ncbi.nlm.nih.gov/assembly/GCF_000336695.1/	Halococcus.json	0.0		0.0	0.0	Halococcus	genus
Desulfovibrio desulfuricans subsp. aestuarii DSM 17919 = ATCC 29578 (1121444.3)	2.0	Halodesulfovibrio aestuarii DSM 17919 = ATCC 29578	Halodesulfovibrio aestuarii	Halodesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Human	1121444.0	1121444.3	GCF_000384815.1	2518645586.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	Anaerobe	0.0	0	0.0	3551290.0	3251.0	1602320.0	45.0	3139.0	96.55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/815/GCF_000384815.1_ASM38481v1	Halodesulfovibrio.json	0.0			0.0	Halodesulfovibrio	genus
	0.0	Halomonas campaniensis	Halomonas campaniensis	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	213554.0		GCF_000696485.1	2576861481.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	4074048.0	3631.0	2144932.0	53.0	3552.0	97.82	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/485/GCF_000696485.1_ASM69648v1	Halomonas.json	0.0	GCF_000696485.1	0.0	0.0	Halomonas	genus
				Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria								0.0	0.0	Yes	0.0					Gram-	Microaerophile	0.0		0.0								Helicobacter.json	0.0		0.0	0.0	Helicobacter	genus
	0.0		Herbaspirillum huttiense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	0	0.0	0	0.0								Herbaspirillum.json	0.0		0.0	0.0	Herbaspirillum	genus
Eubacterium biforme DSM 3989 (518637.5)	2.0	Holdemanella biformis DSM 3989	Holdemanella biformis	Holdemanella	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human	518637.0	518637.5	GCF_000156655.1	642979360.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	2415920.0	2577.0	816316.0	34.0	2529.0	98.14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/655/GCF_000156655.1_ASM15665v1	Holdemanella.json					Holdemanella	genus
				Holdemania	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0		0.0								Holdemania.json					Holdemania	genus
				Hungatella	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0	Host-associated					Obligate anaerobe	0.0		0.0								Hungatella.json	0.0		0.0	0.0	Hungatella	genus
	0.0	Hydrotalea flava	Hydrotalea flava	Hydrotalea	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Human	714549.0		GCF_900089555.1	2751185699.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	3403620.0	3098.0	1265207.0	37.0	3053.0	98.55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/089/555/GCF_900089555.1_J04	Hydrotalea.json	0.0	GCF_900089555.1	0.0	0.0	Hydrotalea	genus
Clostridium bartlettii DSM 16795 (445973.7)				Intestinibacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		445973.7	GCF_000154445.1				0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0		0.0				29.0				Intestinibacter.json					Intestinibacter	genus
	0.0			Intestinimonas		Eubacteriales	Clostridia	Firmicutes	Bacteria					2667527550.0			0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	0	0.0	0	0.0	3376475.0	3241.0	1994254.0	59.0	3175.0	97.96		Intestinimonas.json	0.0		0.0	0.0	Intestinimonas	genus
	0.0	Johnsonella ignava ATCC 51276	Johnsonella ignava	Johnsonella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	679200.0		GCF_000235445.1	2513237274.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		2672404.0	2359.0	954988.0	36.0	2308.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/445/GCF_000235445.1_John_igna_ATCC_51276_V1	Johnsonella.json					Johnsonella	genus
	1.0		Jonquetella anthropi	Jonquetella	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Obligate anaerobe	0.0	Motile									Jonquetella.json					Jonquetella	genus
	0.0			Kallipyga			Tissierellia	Firmicutes	Bacteria	Human															Gram+												Kallipyga.json		GCF_001286805.1			Kallipyga	genus
	0.0	Kandleria vitulina DSM 20405	Kandleria vitulina	Kandleria	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human	1410657.0		GCF_001436965.1	2561511092.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	2126709.0	2201.0	741888.0	35.0	2122.0	96.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/965/GCF_001436965.1_ASM143696v1	Kandleria.json	0.0		0.0	0.0	Kandleria	genus
				Kingella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated				Gram-	Microaerophile	0.0	0					54.0				Kingella.json				0.0	Kingella	genus
				Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Klebsiella.json				0.0	Klebsiella	genus
	0.0			Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Kluyvera.json	0.0		0.0	0.0	Kluyvera	genus
				Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								Kocuria.json	0.0		0.0	0.0	Kocuria	genus
Enterobacter cloacae subsp. dissolvens SP1 (1235834.3)	2.0	Kosakonia sacchari SP1	Kosakonia sacchari	Kosakonia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1235834.0	1235834.3	GCF_000300455.3	2547132181.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Rhizoplane	Gram-	Aerobe	0.0	Motile	0.0	4945084.0	4887.0	2654529.0	54.0	4729.0	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/455/GCF_000300455.3_ASM30045v4	Kosakonia.json		GCF_000300455.3	0.0	0.0	Kosakonia	genus
Kurthia sp. JC30 (1033739.3)				Kurthia	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human		1033739.3					0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate aerobe	0.0		0.0								Kurthia.json				0.0	Kurthia	genus
			Kytococcus sedentarius	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0			Unclassified		Gram+	Obligate aerobe	0.0		0.0								Kytococcus.json	0.0		0.0	0.0	Kytococcus	genus
	0.0			Lachnoanaerobaculum	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human						Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								Lachnoanaerobaculum.json	0.0	GCF_003862485.1	0.0	0.0	Lachnoanaerobaculum	genus
	0.0		Lachnobacterium bovis	Lachnobacterium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0		0.0				31.0				Lachnobacterium.json	0.0		0.0	0.0	Lachnobacterium	genus
				Lachnoclostridium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0							Gram+		0.0		0.0								Lachnoclostridium.json	0.0		0.0		Lachnoclostridium	genus
Eubacterium eligens ATCC 27750 (515620.4)				Lachnospira	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		515620.4					0.0	0.0	Yes	0.0					Gram+		0.0	0	0.0								Lachnospira.json					Lachnospira	genus
				Lacrimispora	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0										Lacrimispora.json			0.0		Lacrimispora	genus
				Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Lacticaseibacillus.json	0.0		0.0	0.0	Lacticaseibacillus	genus
				Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Lactiplantibacillus.json	0.0		0.0	0.0	Lactiplantibacillus	genus
				Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Lactobacillus.json					Lactobacillus	genus
				Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0								Lactococcus.json					Lactococcus	genus
	0.0	Lactonifactor longoviformis DSM 17459	Lactonifactor longoviformis	Lactonifactor	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1122155.0		GCF_900129135.1	2585428044.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	4839287.0	4487.0	2244790.0	46.0	4389.0	97.82	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/135/GCF_900129135.1_IMG-taxon_2585428044_annotated_assembly	Lactonifactor.json	0.0				Lactonifactor	genus
	0.0	Lagierella massiliensis CSUR P2012	Lagierella massiliensis	Lagierella	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	Human	1689303.0		GCF_001407835.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/407/835/GCF_001407835.1_Lagierella_massiliensis	Lagierella.json		GCF_001407835.1			Lagierella	genus
	2.0			Lancefieldella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile									Lancefieldella.json					Lancefieldella	genus
	0.0	Lapidilactobacillus dextrinicus DSM 20335	Lapidilactobacillus dextrinicus	Lapidilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	1423738.0		GCF_001436095.1	2663762931.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Silage fermentation	Gram+	Aerobe	0.0	0	0.0	1804240.0	1783.0	686319.0	38.0	1727.0	96.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/095/GCF_001436095.1_ASM143609v1	Lapidilactobacillus.json	0.0	GCF_001436095.1	0.0	0.0	Lapidilactobacillus	genus
Laribacter hongkongensis HLHK9 (557598.3)	2.0	Laribacter hongkongensis HLHK9	Laribacter hongkongensis	Laribacter	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	Human	557598.0	557598.3	GCF_000021025.1	643692026.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Blood	Circulatory system	Gram-	Anaerobe	0.0	Motile	0.0	3169329.0	3333.0	1976150.0	62.0	3235.0	97.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/025/GCF_000021025.1_ASM2102v1	Laribacter.json					Laribacter	genus
	0.0	Lascolabacillus massiliensis DSM 100190	Lascolabacillus massiliensis	Lascolabacillus	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1627894.0		GCF_001282625.1		PMID:30745586	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/282/625/GCF_001282625.1_Lascolabacillus_massiliensis	Lascolabacillus.json		GCF_001282625.1			Lascolabacillus	genus
				Latilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Latilactobacillus.json	0.0		0.0	0.0	Latilactobacillus	genus
Lautropia mirabilis ATCC 51599 (887898.3)	2.0	Lautropia mirabilis ATCC 51599	Lautropia mirabilis	Lautropia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	887898.0	887898.3	GCF_000186425.1	649989970.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram-	0	0.0	0		3137198.0	2713.0	2057272.0	66.0	2666.0	98.27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/425/GCF_000186425.1_ASM18642v1	Lautropia.json				0.0	Lautropia	genus
	0.0		Leclercia adecarboxylata	Leclercia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic		Freshwater	Gram-	Aerobe	0.0		0.0								Leclercia.json	0.0				Leclercia	genus
	0.0	Leminorella grimontii ATCC 33999 = DSM 5078	Leminorella grimontii	Leminorella	Budviciaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1005999.0		GCF_000735425.1	2588253796.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Aerobe	0.0	Nonmotile	0.0	4235612.0	3827.0	2282471.0	54.0	3758.0	98.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/425/GCF_000735425.1_GLGR_DRAFTv1	Leminorella.json	0.0				Leminorella	genus
				Lentilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Lentilactobacillus.json	0.0				Lentilactobacillus	genus
				Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Anaerobe	0.0		0.0								Leptotrichia.json					Leptotrichia	genus
				Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Leuconostoc.json	0.0		0.0		Leuconostoc	genus
				Levilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								Levilactobacillus.json	0.0				Levilactobacillus	genus
				Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria								0.0	0.0							Gram+		0.0		0.0								Ligilactobacillus.json	0.0		0.0	0.0	Ligilactobacillus	genus
