pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	refseq id	sample body site	habitat	cell shape	id	summary_rank
Pseudoalteromonas arctica A 37-1-2 (1117313.3)		Human		1117313.3			https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0				39.0				g__Pseudoalteromonas.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Alteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas arctica		0.0		0.0	g__Pseudoalteromonas	genus
Butyrivibrio fibrisolvens 16/4 (657324.3)		Human		657324.3			PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0					Gram+	Anaerobe		0					38.0				g__Pseudobutyrivibrio.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Pseudobutyrivibrio						g__Pseudobutyrivibrio	genus
Bacteroides capillosus ATCC 29799 (411467.6)	2.0	Human	411467.0	411467.6	GCF_000169255.2	640963014.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	4241853.0	4907.0	2507500.0	59.0	4833.0	98.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/169/255/GCF_000169255.2_ASM16925v2	g__Pseudoflavonifractor.json	411467.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor capillosus					g__Pseudoflavonifractor	genus
Lactococcus raffinolactis 4877 (1215915.3)	2.0	Human	1215915.0	1215915.3	GCF_000327305.1	2600255100.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	2280761.0	2542.0	881777.0	39.0	2462.0	96.85	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/327/305/GCF_000327305.1_ASM32730v1	g__Pseudolactococcus.json	1215915.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Pseudolactococcus	s__Pseudolactococcus laudensis		0.0	0.0	0.0	g__Pseudolactococcus	genus
		Human						Literature research	0.0	0.0							Gram-	Anaerobe	0.0		0.0								g__Pseudoleptotrichia.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Pseudoleptotrichia	s__Pseudoleptotrichia goodfellowii		0.0	0.0	0.0	g__Pseudoleptotrichia	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								g__Pseudomonas.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas						g__Pseudomonas	genus
Pseudoramibacter alactolyticus ATCC 23263 (887929.3)	2.0	Human	887929.0	887929.3	GCF_000185505.1	649989993.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0	0.0	2327229.0	2572.0	1201643.0	52.0	2515.0	97.78	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/505/GCF_000185505.1_ASM18550v1	g__Pseudoramibacter.json	887929.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Pseudoramibacter	s__Pseudoramibacter alactolyticus				0.0	g__Pseudoramibacter	genus
Roseomonas cervicalis ATCC 49957 (525371.3)	1.0	Human	525371.0	525371.3	GCF_000164635.1	2513237333.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Reproductive system	Gram-	Aerobe	0.0	Motile		4439462.0	4830.0	3197310.0	72.0	4778.0	98.92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/635/GCF_000164635.1_ASM16463v1	g__Pseudoroseomonas.json	525371.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Pseudoroseomonas	s__Pseudoroseomonas cervicalis					g__Pseudoroseomonas	genus
	0.0	Human	128785.0		GCF_001556105.1	2834179893.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	3942209.0	3765.0	2623361.0	67.0	3695.0	98.14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/105/GCF_001556105.1_ASM155610v1	g__Pseudoxanthomonas_A.json	128785.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Pseudoxanthomonas_A	s__Pseudoxanthomonas_A mexicana	GCF_001556105.1	0.0	0.0	0.0	g__Pseudoxanthomonas_A	genus
Pyramidobacter piscolens W5455 (352165.3)	2.0	Human	352165.0	352165.3	GCF_000177335.1	647000302.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Skin	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	2562014.0	2815.0	1533128.0	60.0	2756.0	97.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/335/GCF_000177335.1_ASM17733v1	g__Pyramidobacter.json	352165.0	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Pyramidobacter	s__Pyramidobacter piscolens					g__Pyramidobacter	genus
		Human					PMID:31171880	Literature research	0.0	0.0							Gram-	Facultative anaerobe	0.0	0	0.0								g__Rahnella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Rahnella			0.0	0.0	0.0	g__Rahnella	genus
		Human						Literature research	0.0	0.0	Yes	0.0					Gram-		0.0		0.0				64.0				g__Ralstonia.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Ralstonia		GCF_001653935.1	0.0	0.0	0.0	g__Ralstonia	genus
Acaricomes phytoseiuli DSM 14247 (1120917.3)	1.0	Human	1120917.0	1120917.3	GCF_000376245.1	2517572146.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Unclassified	Unclassified	Unclassified	Gram+	Aerobe	0.0	Nonmotile	0.0	2419519.0	2387.0	1506904.0	62.0	2326.0	97.44	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/245/GCF_000376245.1_ASM37624v1	g__Renibacterium.json	1120917.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Renibacterium	s__Renibacterium phytoseiuli		0.0			g__Renibacterium	genus
	0.0	Human	1230389.0		GCF_007992495.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram-	0	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/992/495/GCF_007992495.1_ASM799249v1	g__Reyranella.json	1230389.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella soli	GCF_007992495.1	0.0	0.0	0.0	g__Reyranella	genus
		Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe			0.0				61.0				g__Rhizobium.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Rhizobium						g__Rhizobium	genus
	0.0	Human	1429046.0		GCF_000517665.1	2576861707.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	6472163.0	6035.0	4545744.0	70.0	6033.0	99.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/517/665/GCF_000517665.1_Rhodococcus_rhodochrous.strain_ATCC_21198_v1.0	g__Rhodococcus.json	1429046.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus	s__Rhodococcus aetherivorans		0.0	0.0	0.0	g__Rhodococcus	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0				62.0				g__Rhodococcus_F.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Rhodococcus_F			0.0	0.0	0.0	g__Rhodococcus_F	genus
	0.0	Human	205941.0		GCF_002797685.1	2728369736.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram+	Aerobe	0.0	0	0.0	2776536.0	2682.0	1718007.0	62.0	2625.0	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/685/GCF_002797685.1_ASM279768v1	g__Rhodoglobus.json	205941.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Rhodoglobus	s__Rhodoglobus amurskyensis	GCF_002797685.1	0.0	0.0	0.0	g__Rhodoglobus	genus
	0.0	Mouse	880526.0		GCF_000427365.1	2509601020.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	2880076.0	2376.0	1641720.0	57.0	2317.0	97.52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/365/GCF_000427365.1_ASM42736v1	g__Rikenella.json	880526.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__Rikenella microfusus		0.0			g__Rikenella	genus
	0.0	Human	1329796.0		GCF_000942395.1		PMID:25567229	Literature research									Gram+	Aerobe										ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/942/395/GCF_000942395.1_Pytheasella_massiliensis	g__Risungbinella.json	1329796.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Thermoactinomycetales	f__Thermoactinomycetaceae	g__Risungbinella	s__Risungbinella massiliensis					g__Risungbinella	genus
	0.0	Human	1034347.0		GCF_000311725.1	2547132161.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Aerobe	0.0	Motile	0.0	4895941.0	5009.0	1839707.0	38.0	4903.0	97.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/311/725/GCF_000311725.1_ASM31172v1	g__Robertmurraya.json	1034347.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Cytobacillaceae	g__Robertmurraya	s__Robertmurraya massiliosenegalensis	NZ_HE978511				g__Robertmurraya	genus
	0.0	Mouse	180332.0		GCF_000797495.1	2833331163.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	7202111.0	6079.0	2960907.0	41.0	5951.0	97.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/797/495/GCF_000797495.1_ASM79749v1	g__Robinsoniella.json	180332.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Robinsoniella	s__Robinsoniella peoriensis		0.0	0.0	0.0	g__Robinsoniella	genus
	0.0	Mouse	1122936.0		GCF_000379905.1	2515154191.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram-	Facultative	0.0	0		2259784.0	2154.0	898589.0	40.0	2080.0	96.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/905/GCF_000379905.1_ASM37990v1	g__Rodentibacter.json	1122936.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Rodentibacter	s__Rodentibacter pneumotropicus	NZ_KB904040				g__Rodentibacter	genus
									0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0		0.0								g__Roseburia.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia						g__Roseburia	genus
	0.0	Human	1448136.0		GCF_000622225.1	2558309106.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram-	0	0.0	0	0.0	4864580.0	4509.0	3421543.0	70.0	4440.0	98.47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/225/GCF_000622225.1_ASM62222v1	g__Roseomonas.json	1448136.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas mucosa			0.0	0.0	g__Roseomonas	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0	0	0.0								g__Rothia.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Rothia					0.0	g__Rothia	genus
	0.0	Human	1631346.0		GCF_001049895.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/049/895/GCF_001049895.1_Rubeoparvulum_massiliensis	g__Rubeoparvulum.json	1631346.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Rubeoparvulales	f__Rubeoparvulaceae	g__Rubeoparvulum	s__Rubeoparvulum massiliense	GCF_001049895.1				g__Rubeoparvulum	genus
	0.0	Mouse	643560.0		GCF_900175965.1	2505679031.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram+	Aerobe	0.0	Nonmotile	0.0	3398074.0	3317.0	2260475.0	67.0	3266.0	98.46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/175/965/GCF_900175965.1_IMG-taxon_2505679031_annotated_assembly	g__Rubrobacter.json	643560.0	d__Bacteria	p__Actinomycetota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter	s__Rubrobacter radiotolerans		0.0			g__Rubrobacter	genus
	0.0	Mouse	909625.0		GCF_001029505.1		Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/029/505/GCF_001029505.1_ASM102950v1	g__Rubrobacter_A.json	909625.0	d__Bacteria	p__Actinomycetota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter_A	s__Rubrobacter_A aplysinae	GCF_000231235.1	0.0	0.0	0.0	g__Rubrobacter_A	genus
Rubrobacter xylanophilus DSM 9941 (266117.6)	1.0	Mouse	266117.0	266117.6	GCF_000014185.1	637000248.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Industrial wastewater	Gram+	Aerobe	0.0	Nonmotile	0.0	3225748.0	3283.0	2273397.0	70.0	3217.0	97.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/014/185/GCF_000014185.1_ASM1418v1	g__Rubrobacter_B.json	266117.0	d__Bacteria	p__Actinomycetota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter_B	s__Rubrobacter_B xylanophilus		0.0			g__Rubrobacter_B	genus
Rudanella lutea DSM 19387 (1089547.3)	2.0	Human	1089547.0	1089547.3	GCF_000383955.1	2517093013.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Air	Unclassified	Unclassified	Gram-	Obligate aerobe	0.0	0	0.0	6546036.0	5356.0	3557073.0	54.0	5307.0	99.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/955/GCF_000383955.1_ASM38395v1	g__Rudanella.json	1089547.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomataceae	g__Rudanella	s__Rudanella lutea	NZ_LEKH01000010	0.0		0.0	g__Rudanella	genus
									0.0	0.0	Yes	0.0					Gram+		0.0										g__Ruminiclostridium.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Acetivibrionales	f__DSM-1351	g__Ruminiclostridium					0.0	g__Ruminiclostridium	genus
	2.0	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Anaerobe	0.0	Nonmotile	0.0				45.0				g__Ruminiclostridium_E.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminiclostridium_E	s__Ruminiclostridium_E siraeum					g__Ruminiclostridium_E	genus
Ruminococcus bromii L2-63 (657321.5)	2.0	Human	657321.0	657321.5	GCF_900291485.1	650377966.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe		Nonmotile	0.0	2249085.0	1852.0	923349.0	41.0	1811.0	97.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/291/485/GCF_900291485.1_R_bromii_L2_63_validated_080218.embl.gz	g__Ruminococcoides.json	657321.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcoides	s__Ruminococcoides intestinale					g__Ruminococcoides	genus
		Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Anaerobe	0.0		0.0								g__Ruminococcus.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus			0.0	0.0	0.0	g__Ruminococcus	genus
	0.0	Human	411473.0		GCF_000468015.1	2597490297.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	3070687.0	2913.0	1507111.0	49.0	2849.0	97.8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/468/015/GCF_000468015.1_ASM46801v1	g__Ruminococcus_C.json	411473.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C callidus					g__Ruminococcus_C	genus
Ruminococcus sp. 18P13 (213810.4)	2.0	Human	213810.0	213810.4	GCF_001312825.1	2734481917.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	2511227.0	3107.0	1340865.0	53.0	3056.0	98.36	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/312/825/GCF_001312825.1_ASM131282v1	g__Ruminococcus_F.json	213810.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_F	s__Ruminococcus_F champanellensis		0.0	0.0	0.0	g__Ruminococcus_F	genus
	0.0	Human	1123075.0		GCF_000425525.1	2524023243.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	4096474.0	3918.0	1950036.0	48.0	3808.0	97.19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/525/GCF_000425525.1_ASM42552v1	g__Ruminococcus_G.json	1123075.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ruminococcus_G	s__Ruminococcus_G gauvreauii		0.0			g__Ruminococcus_G	genus
Subdoligranulum sp. 4_3_54A2FAA (665956.3)	1.0	Human	665956.0	665956.3	GCF_000238635.1	2513237311.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	4205237.0	4163.0	2362612.0	56.0	4105.0	98.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/635/GCF_000238635.1_Subdol_sp_4_3_54A2FAA_V1	g__Ruthenibacterium.json	665956.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__Ruthenibacterium lactatiformans	GCF_000238635.1			0.0	g__Ruthenibacterium	genus
Clostridium sp. SY8519 (1042156.4)	2.0	Human	1042156.0	1042156.4	GCF_000270305.1	650716027.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Obligate anaerobe	0.0	0		2835737.0	2678.0	1438867.0	51.0	2613.0	97.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/305/GCF_000270305.1_ASM27030v1	g__SY8519.json	1042156.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__SY8519	s__SY8519 sp000270305				0.0	g__SY8519	genus
	0.0	Mouse	1332188.0				Personal communication, Dr. Jan Krumsiek	Personal communication									Gram+	0										https://www.ncbi.nlm.nih.gov/assembly/GCF_000392435.1/	g__Saccharimonas.json	1332188.0	d__Bacteria	p__Patescibacteriota	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__Saccharimonas	s__Saccharimonas aalborgensis	GCF_000392435.1				g__Saccharimonas	genus
Sulfolobus solfataricus P2 (273057.1)	2.0	Human	273057.0	273057.1	GCF_000007005.1	638154518.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0		Yes	0.0	Environmental	Aquatic	Unclassified	Thermal springs	Gram-	Aerobe		Motile	0.0	2992245.0	3141.0	1070840.0	36.0	3048.0	97.04	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/005/GCF_000007005.1_ASM700v1	g__Saccharolobus.json	273057.0	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus solfataricus	GCF_000007005.1	0.0			g__Saccharolobus	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								g__Salmonella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Salmonella			0.0	0.0	0.0	g__Salmonella	genus
		Human															Gram+	Obligate anaerobe											g__Sarcina.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina						g__Sarcina	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	Nonmotile	0.0								g__Scardovia.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Scardovia			0.0	0.0	0.0	g__Scardovia	genus
Lachnospiraceae bacterium 1_4_56FAA (658655.3)	1.0	Human	658655.0	658655.3	GCF_000218385.1	651324047.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	3227613.0	3249.0	1467417.0	45.0	3191.0	98.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/385/GCF_000218385.1_Lach_bact_1_4_56FAA_V1	g__Schaedlerella.json	658655.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Schaedlerella	s__Schaedlerella glycyrrhizinilytica_A				0.0	g__Schaedlerella	genus
Schlesneria paludicola DSM 18645 (1123242.3)	2.0	Human	1123242.0	1123242.3	GCF_000255655.1	2548877001.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Wetlands	Soil	Gram-	0	0.0	0	0.0	8639329.0	6954.0	4808721.0	56.0	6860.0	98.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/655/GCF_000255655.1_ASM25565v1	g__Schlesneria.json	1123242.0	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__Schlesneria paludicola_A		0.0		0.0	g__Schlesneria	genus
	0.0	Human	1123243.0		GCF_900129225.1	2582581261.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	Anaerobe	0.0	Motile	0.0	2659575.0	2511.0	1243798.0	47.0	2433.0	96.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/225/GCF_900129225.1_IMG-taxon_2582581261_annotated_assembly	g__Schwartzia.json	1123243.0	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Schwartzia	s__Schwartzia succinivorans	GCF_900129225.1	0.0			g__Schwartzia	genus
	0.0	Human	1499679.0		GCF_000821245.2	2645727753.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	3872574.0	3994.0	1658719.0	43.0	3858.0	96.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/245/GCF_000821245.2_ASM82124v2	g__Sediminibacillus.json	1499679.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Amphibacillaceae	g__Sediminibacillus	s__Sediminibacillus senegalensis	NZ_LN611417	0.0	0.0	0.0	g__Sediminibacillus	genus
	0.0	Human	1400522.0		GCF_000511175.1	2585428137.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lentic	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	3189154.0	3014.0	1252565.0	39.0	2964.0	98.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/511/175/GCF_000511175.1_ASM51117v1	g__Sediminibacterium.json	1400522.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__Sediminibacterium salmoneum	GCF_000511175.1	0.0			g__Sediminibacterium	genus
Selenomonas sputigena ATCC 35185 (546271.5)	1.0	Human	546271.0	546271.5	GCF_000208405.1	645951802.0	PMID:31171880	Literature research	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Motile		2553953.0	2710.0	1458799.0	57.0	2647.0	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/208/405/GCF_000208405.1_ASM20840v1	g__Selenomonas.json	546271.0	d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas	s__Selenomonas sputigena					g__Selenomonas	genus
	0.0	Human							0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram-	0	0.0	0	0.0								g__Selenomonas_A.json		d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A			0.0	0.0	0.0	g__Selenomonas_A	genus
