2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	refseq id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body site	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	habitat	pubseedid	annotation version id	cell shape	id	summary_rank
2.0	Human	1005705.0	GCF_000260755.1	GCF_000215385.1	651324101.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	1744061.0	1831.0	688371.0	39.0	1762.0	96.23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/385/GCF_000215385.1_ASM21538v1	s__Streptococcus_infantis_B.json	1005705.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_B		Streptococcus infantis SK1076 (1005705.3)	1005705.3	0.0	s__Streptococcus_infantis_B	species
2.0	Human	1035189.0	GCF_000215385.1	GCF_000223255.1	2534681984.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	1945605.0	2216.0	767323.0	39.0	2144.0	96.75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/255/GCF_000223255.1_ASM22325v2	s__Streptococcus_infantis_G.json	1035189.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_G		Streptococcus infantis SK970 (1035189.4)	1035189.4	0.0	s__Streptococcus_infantis_G	species
2.0	Human	1159208.0	GCF_000257805.1	GCF_000279535.1	2519899822.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Circulatory system	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	1758646.0	1754.0	692748.0	39.0	1678.0	95.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/279/535/GCF_000279535.1_ASM27953v1	s__Streptococcus_infantis_I.json	1159208.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus infantis_I		Streptococcus mitis SPAR10 (1159208.3)	1159208.3		s__Streptococcus_infantis_I	species
2.0	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0	0.0				38.0				s__Streptococcus_intermedius.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus intermedius	0.0			0.0	s__Streptococcus_intermedius	species
0.0	Human	1076934.0	GCF_000474095.1	GCF_000441535.1	2554235351.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	1975547.0	1967.0	744427.0	38.0	1890.0	96.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/441/535/GCF_000441535.1_ASM44153v1	s__Streptococcus_lutetiensis.json	1076934.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus lutetiensis					s__Streptococcus_lutetiensis	species
0.0	Human	1116231.0		GCF_000283635.1	2597489891.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Dairy products	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	2142762.0	2256.0	805934.0	38.0	2135.0	94.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/635/GCF_000283635.1_ASM28363v1	s__Streptococcus_macedonicus.json	1116231.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus macedonicus	0.0			0.0	s__Streptococcus_macedonicus	species
1.0	Human	1123307.0	GCF_000380065.1	GCF_000380065.1	2515154013.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	1866132.0	1977.0	774190.0	42.0	1932.0	97.72	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/065/GCF_000380065.1_ASM38006v1	s__Streptococcus_massiliensis.json	1123307.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus massiliensis		Streptococcus massiliensis DSM 18628 (1123307.3)	1123307.3		s__Streptococcus_massiliensis	species
2.0	Human	246201.0	GCF_000222705.1	GCF_000148585.2	648276735.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	1831081.0	1719.0	741451.0	40.0	1636.0	95.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/585/GCF_000148585.2_ASM14858v3	s__Streptococcus_mitis.json	246201.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis		Streptococcus mitis NCTC 12261 (246201.6)	246201.6		s__Streptococcus_mitis	species
2.0	Human	1239793.0	GCF_000385815.1	GCF_000385835.1	2541047531.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Mammals	Nasopharyngeal	Respiratory system	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	2058881.0	2064.0	816448.0	40.0	2023.0	98.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/835/GCF_000385835.1_ASM38583v1	s__Streptococcus_mitis_AI.json	1239793.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AI	0.0	Streptococcus mitis 13/39 (1239793.3)	1239793.3	0.0	s__Streptococcus_mitis_AI	species
2.0	Human	1008452.0	GCF_000148585.1	GCF_000220045.1	2534681986.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	2114708.0	2076.0	845206.0	40.0	2003.0	96.48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/045/GCF_000220045.1_ASM22004v2	s__Streptococcus_mitis_AP.json	1008452.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AP		Streptococcus mitis SK1073 (1008452.3)	1008452.3	0.0	s__Streptococcus_mitis_AP	species
2.0	Human	365659.0	GCF_000146585.1	GCF_000027165.1	646564574.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes		Engineered	Built environment	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	2146611.0	2095.0	858197.0	40.0	2004.0	95.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/027/165/GCF_000027165.1_ASM2716v1	s__Streptococcus_mitis_AR.json	365659.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AR		Streptococcus mitis B6 (365659.3)	365659.3		s__Streptococcus_mitis_AR	species
2.0	Human	768726.0	GCF_000027165.1	GCF_000221165.1	2537561941.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	0		0.0	1916998.0	1939.0	790327.0	41.0	1861.0	95.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/165/GCF_000221165.1_ASM22116v2	s__Streptococcus_mitis_AX.json	768726.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AX		Streptococcus mitis bv. 2 str. F0392 (768726.4)	768726.4		s__Streptococcus_mitis_AX	species
1.0	Human	1000588.0	GCF_000221165.1	GCF_000222705.1	2529292880.0	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0		0.0	2020730.0	2045.0	824533.0	41.0	2006.0	98.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/705/GCF_000222705.1_ASM22270v2	s__Streptococcus_mitis_AY.json	1000588.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AY		Streptococcus mitis bv. 2 str. SK95 (1000588.3)	1000588.3	0.0	s__Streptococcus_mitis_AY	species
2.0	Human	864567.0	GCF_000385835.1	GCF_000146585.1	648276734.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	1897538.0	1831.0	781673.0	41.0	1793.0	97.92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/585/GCF_000146585.1_ASM14658v1	s__Streptococcus_mitis_AZ.json	864567.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AZ		Streptococcus mitis ATCC 6249 (864567.3)	864567.3		s__Streptococcus_mitis_AZ	species
2.0	Human	585202.0	GCF_000220085.1	GCF_000148505.1	648276736.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes		Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	1873702.0	1779.0	750455.0	40.0	1757.0	98.76	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/505/GCF_000148505.1_ASM14850v1	s__Streptococcus_mitis_CK.json	585202.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_CK		Streptococcus mitis SK321 (585202.3)	585202.3		s__Streptococcus_mitis_CK	species
2.0	Human	1095736.0	GCF_000222785.1	GCF_000257865.1	2537561964.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	2018798.0	1973.0	802466.0	40.0	1937.0	98.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/865/GCF_000257865.1_ASM25786v1	s__Streptococcus_mitis_CQ.json	1095736.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_CQ		Streptococcus mitis SK575 (1095736.3)	1095736.3	0.0	s__Streptococcus_mitis_CQ	species
2.0	Human	1239792.0		GCF_000385815.1	2541047529.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Mammals	Nasopharyngeal	Respiratory system	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	1875248.0	1841.0	755779.0	40.0	1796.0	97.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/815/GCF_000385815.1_ASM38581v1	s__Streptococcus_mitis_CY.json	1239792.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_CY	0.0	Streptococcus mitis 11/5 (1239792.3)	1239792.3	0.0	s__Streptococcus_mitis_CY	species
2.0	Human	585203.0	GCF_000148505.1	GCF_000148525.1	648276737.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	2026898.0	1925.0	805190.0	40.0	1893.0	98.34	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/525/GCF_000148525.1_ASM14852v1	s__Streptococcus_mitis_H.json	585203.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_H		Streptococcus mitis SK564 (585203.3)	585203.3		s__Streptococcus_mitis_H	species
2.0	Human	1008453.0	GCF_000220045.1	GCF_000220085.1	2534681985.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	1943752.0	1951.0	783836.0	40.0	1854.0	95.03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/220/085/GCF_000220085.1_ASM22008v2	s__Streptococcus_mitis_K.json	1008453.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_K		Streptococcus mitis SK1080 (1008453.3)	1008453.3	0.0	s__Streptococcus_mitis_K	species
1.0	Human	1095737.0	GCF_000257865.1	GCF_000257905.1	2537561860.0	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	1979452.0	1946.0	790759.0	40.0	1908.0	98.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/905/GCF_000257905.1_SmitisSK579v1.0	s__Streptococcus_mitis_L.json	1095737.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_L		Streptococcus mitis SK579 (1095737.3)	1095737.3	0.0	s__Streptococcus_mitis_L	species
2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0				40.0				s__Streptococcus_mitis_N.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_N				0.0	s__Streptococcus_mitis_N	species
	Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0	0.0				37.0				s__Streptococcus_mutans.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mutans					s__Streptococcus_mutans	species
	Human						Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0							41.0				s__Streptococcus_oralis.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis					s__Streptococcus_oralis	species
2.0	Human	888049.0	GCF_000220315.1	GCF_000185265.1	649990014.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	2054852.0	2052.0	845230.0	41.0	2013.0	98.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/265/GCF_000185265.1_ASM18526v1	s__Streptococcus_oralis_BC.json	888049.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BC		Streptococcus sanguinis ATCC 49296 (888049.3)	888049.3		s__Streptococcus_oralis_BC	species
0.0	Human	1035190.0	GCF_000223235.1	GCF_000223235.1	2529292983.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Nasopharyngeal	Respiratory system	Gram+	Facultative anaerobe	0.0	0			1888813.0	2092.0	782878.0	41.0	2022.0	96.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/223/235/GCF_000223235.1_ASM22323v2	s__Streptococcus_oralis_BW.json	1035190.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BW				0.0	s__Streptococcus_oralis_BW	species
2.0	Human	1095741.0	GCF_000287715.1	GCF_000257455.1	2534682076.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0			1986816.0	1929.0	816649.0	41.0	1895.0	98.24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/455/GCF_000257455.1_SoralisSK610v1.0	s__Streptococcus_oralis_CB.json	1095741.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_CB		Streptococcus oralis SK610 (1095741.3)	1095741.3	0.0	s__Streptococcus_oralis_CB	species
0.0	Human					PMID:31171880	Literature research	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0	0.0								s__Streptococcus_oralis_F.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_F	0.0			0.0	s__Streptococcus_oralis_F	species
2.0	Human	927666.0	GCF_000257455.1	GCF_000253155.1	650716088.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile			1958690.0	1989.0	805775.0	41.0	1907.0	95.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/155/GCF_000253155.1_ASM25315v1	s__Streptococcus_oralis_L.json	927666.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_L		Streptococcus oralis Uo5 (927666.3)	927666.3		s__Streptococcus_oralis_L	species
2.0	Human	1095740.0	GCF_000257495.1	GCF_000257475.1	2534682075.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0		0.0	1920577.0	1966.0	789399.0	41.0	1925.0	97.91	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/475/GCF_000257475.1_SoralisSK100v1.0	s__Streptococcus_oralis_S.json	1095740.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_S		Streptococcus oralis SK100 (1095740.3)	1095740.3	0.0	s__Streptococcus_oralis_S	species
2.0	Human	1005704.0	GCF_000257845.1	GCF_000215365.1	2529292879.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Blood	Circulatory system	Gram+	Facultative anaerobe	0.0	0		0.0	2005180.0	2076.0	821045.0	41.0	2004.0	96.53	https://www.ncbi.nlm.nih.gov/assembly/GCF_000215365.1/	s__Streptococcus_oralis_T.json	1005704.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_T		Streptococcus oralis SK255 (1005704.3)	1005704.3	0.0	s__Streptococcus_oralis_T	species
	Human		GCF_000257475.1					0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0	0		0.0				41.0				s__Streptococcus_oralis_W.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_W				0.0	s__Streptococcus_oralis_W	species
2.0	Human	1161421.0	GCF_000215365.1	GCF_000287715.1	2531839546.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0		0.0	2020585.0	2043.0	822273.0	41.0	2007.0	98.24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/715/GCF_000287715.1_SoralisSK304v1.0	s__Streptococcus_oralis_Y.json	1161421.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_Y		Streptococcus oralis SK304 (1161421.3)	1161421.3	0.0	s__Streptococcus_oralis_Y	species
2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0							42.0				s__Streptococcus_parasanguinis.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis					s__Streptococcus_parasanguinis	species
2.0	Human	888048.0	GCF_000164675.2	GCF_000187505.1	649990009.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Respiratory system	Gram+	Facultative anaerobe	0.0	Nonmotile			2116147.0	2119.0	884426.0	42.0	2080.0	98.16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/505/GCF_000187505.1_ASM18750v1	s__Streptococcus_parasanguinis_M.json	888048.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parasanguinis_M		Streptococcus parasanguinis ATCC 903 (888048.3)	888048.3		s__Streptococcus_parasanguinis_M	species
2.0	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0	0.0								s__Streptococcus_parauberis.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus parauberis	0.0			0.0	s__Streptococcus_parauberis	species
	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0							37.0				s__Streptococcus_pasteurianus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pasteurianus					s__Streptococcus_pasteurianus	species
2.0	Human	888746.0	GCF_000187935.1	GCF_000187585.1	649990011.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	0			1633292.0	1675.0	639427.0	39.0	1638.0	97.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/187/585/GCF_000187585.1_ASM18758v1	s__Streptococcus_peroris.json	888746.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus peroris		Streptococcus peroris ATCC 700780 (888746.3)	888746.3		s__Streptococcus_peroris	species
	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0	0.0								s__Streptococcus_pneumoniae.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pneumoniae	0.0				s__Streptococcus_pneumoniae	species
2.0	Human	1054460.0		GCF_000221985.1	2511231123.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Pulmonary system	Respiratory system	Gram+	Facultative anaerobe	0.0	0		0.0	2195458.0	2280.0	873588.0	40.0	2236.0	98.07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/985/GCF_000221985.1_ASM22198v1	s__Streptococcus_pseudopneumoniae.json	1054460.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pseudopneumoniae		Streptococcus pseudopneumoniae IS7493 (1054460.4)	1054460.4	0.0	s__Streptococcus_pseudopneumoniae	species
1.0	Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Facultative anaerobe	0.0		0.0	0.0								s__Streptococcus_pyogenes.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pyogenes	0.0			0.0	s__Streptococcus_pyogenes	species
2.0	Human	1157946.0	GCF_000225385.1	GCF_000257585.1	2516143101.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Milk	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	2051527.0	1594.0	816416.0	40.0	1553.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/585/GCF_000257585.1_ASM25758v1	s__Streptococcus_raffinosi.json	1157946.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus raffinosi		Streptococcus salivarius PS4 (1157946.4)	1157946.4		s__Streptococcus_raffinosi	species
2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated		Unclassified		Gram+	Facultative anaerobe	0.0			0.0								s__Streptococcus_salivarius_D.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius_D					s__Streptococcus_salivarius_D	species
2.0	Human	596322.0	GCF_000257585.1	GCF_000174715.1	643886022.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Skin	Gram+	Facultative anaerobe	0.0	Nonmotile		0.0	2128332.0	2029.0	852546.0	40.0	1992.0	98.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/174/715/GCF_000174715.1_ASM17471v1	s__Streptococcus_salivarius_F.json	596322.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius_F		Streptococcus salivarius SK126 (596322.3)	596322.3		s__Streptococcus_salivarius_F	species
2.0	Human	347253.0		GCF_000253315.1	651053074.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	2210574.0	2065.0	885758.0	40.0	1979.0	95.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/315/GCF_000253315.1_ASM25331v1	s__Streptococcus_salivarius_G.json	347253.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus salivarius_G		Streptococcus salivarius JIM8777 (347253.5)	347253.5		s__Streptococcus_salivarius_G	species
2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes		Host-associated				Gram+	Facultative anaerobe	0.0	Nonmotile		0.0				43.0				s__Streptococcus_sanguinis.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis					s__Streptococcus_sanguinis	species
